ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15,ch16
-431.35,-572.2,-272.9,-233.28,-391.74,-132.05,-110.04,-211.28,-250.89,-250.89,-193.67,8.8,-374.13,-374.13,-22.01,-413.75
-250.89,-431.35,-193.67,-250.89,-193.67,-22.01,17.61,-132.05,-312.51,-233.28,-171.66,-52.82,-532.59,-633.83,-22.01,-871.51
8.8,-52.82,39.61,-132.05,-52.82,259.69,396.14,79.23,-154.05,-211.28,-171.66,-22.01,-510.58,-651.43,-171.66,-1091.59
228.88,448.96,378.53,39.61,26.41,748.27,858.3,435.75,17.61,-132.05,-92.43,176.06,-330.12,-470.97,-281.7,-1140.0
347.72,836.3,638.23,259.69,136.45,1179.62,1197.23,717.45,198.07,0.0,39.61,396.14,-52.82,-250.89,-413.75,-990.35
325.72,928.73,748.27,409.35,347.72,1386.49,1346.88,867.11,308.11,299.31,299.31,655.83,277.3,-30.81,-352.13,-642.63
308.11,779.08,616.22,378.53,506.18,1307.26,1298.46,757.07,316.91,616.22,598.61,836.3,497.38,79.23,-83.63,-303.71
189.27,466.57,308.11,189.27,519.38,889.12,946.34,426.95,189.27,757.07,748.27,787.88,435.75,39.61,277.3,-154.05
8.8,127.65,-83.63,-44.02,347.72,325.72,347.72,0.0,0.0,616.22,647.03,426.95,136.45,-70.43,567.8,-52.82
-211.28,-132.05,-352.13,-171.66,127.65,-162.86,-132.05,-312.51,-233.28,369.73,409.35,149.65,-22.01,-171.66,818.69,96.83
-431.35,-343.32,-400.54,-211.28,-70.43,-431.35,-360.93,-382.94,-272.9,189.27,277.3,118.84,17.61,-154.05,1126.8,466.57
-532.59,-462.16,-330.12,-233.28,-360.93,-523.79,-391.74,-330.12,-211.28,127.65,237.68,198.07,176.06,0.0,1316.07,787.88
-453.36,-382.94,-290.5,-233.28,-682.24,-440.16,-330.12,-272.9,-171.66,88.03,176.06,215.68,277.3,66.02,1179.62,765.87
-272.9,-180.46,-162.86,-171.66,-893.52,-272.9,-202.47,-123.24,-154.05,-13.2,79.23,259.69,286.1,96.83,655.83,466.57
-70.43,-22.01,57.22,8.8,-963.94,-83.63,-22.01,118.84,8.8,-44.02,17.61,369.73,308.11,79.23,39.61,39.61
88.03,206.87,387.34,149.65,-783.48,189.27,325.72,466.57,127.65,-30.81,17.61,589.81,378.53,57.22,-321.31,-374.13
325.72,488.57,607.42,308.11,-391.74,567.8,748.27,686.64,286.1,96.83,105.64,765.87,418.15,79.23,-453.36,-792.28
545.79,796.68,638.23,396.14,17.61,968.34,1038.77,699.85,356.53,356.53,356.53,858.3,299.31,57.22,-360.93,-1100.39
669.04,1047.57,607.42,448.96,347.72,1109.19,1166.41,629.42,387.34,576.6,598.61,818.69,118.84,8.8,-154.05,-1223.63
607.42,999.15,536.99,396.14,497.38,977.15,1038.77,536.99,378.53,638.23,677.84,699.85,17.61,-92.43,79.23,-1091.59
369.73,748.27,457.76,338.92,466.57,669.04,739.46,457.76,316.91,576.6,598.61,497.38,96.83,-92.43,369.73,-721.86
105.64,396.14,356.53,215.68,299.31,356.53,435.75,378.53,176.06,536.99,559.0,356.53,215.68,8.8,638.23,-272.9
8.8,136.45,215.68,57.22,215.68,158.46,198.07,198.07,0.0,576.6,638.23,237.68,215.68,17.61,1047.57,118.84
-30.81,0.0,17.61,8.8,299.31,39.61,-13.2,-22.01,-70.43,699.85,757.07,136.45,198.07,96.83,1439.31,638.23
8.8,-13.2,-30.81,-22.01,418.15,-13.2,-233.28,-52.82,8.8,779.08,818.69,79.23,356.53,356.53,1738.62,1298.46
26.41,-52.82,-30.81,79.23,396.14,-92.43,-374.13,-22.01,176.06,757.07,739.46,57.22,699.85,717.45,1795.84,1857.46
26.41,-154.05,-70.43,118.84,118.84,-193.67,-470.97,-22.01,338.92,598.61,559.0,-22.01,858.3,897.92,1439.31,1879.47
-13.2,-272.9,-193.67,79.23,-233.28,-290.5,-572.2,-154.05,299.31,316.91,259.69,-171.66,638.23,757.07,717.45,1276.45
8.8,-250.89,-272.9,96.83,-532.59,-290.5,-633.83,-290.5,176.06,17.61,-30.81,-470.97,198.07,435.75,-30.81,435.75
105.64,-30.81,-233.28,136.45,-633.83,-110.04,-510.58,-290.5,96.83,-92.43,-250.89,-673.44,-132.05,158.46,-594.21,-272.9
268.5,237.68,-132.05,96.83,-532.59,96.83,-272.9,-250.89,39.61,-92.43,-233.28,-633.83,-391.74,-52.82,-871.51,-871.51
369.73,479.77,-22.01,0.0,-250.89,316.91,-13.2,-154.05,-22.01,17.61,-13.2,-312.51,-391.74,-250.89,-933.13,-1192.82
426.95,576.6,277.3,17.61,149.65,457.76,228.88,158.46,17.61,299.31,277.3,88.03,-92.43,-250.89,-713.05,-1051.97
488.57,567.8,536.99,198.07,589.81,528.19,426.95,598.61,118.84,638.23,629.42,409.35,259.69,-110.04,-272.9,-651.43
466.57,466.57,488.57,215.68,765.87,466.57,448.96,589.81,79.23,849.5,809.89,448.96,325.72,-110.04,167.26,-413.75
286.1,228.88,48.42,-13.2,545.79,206.87,105.64,88.03,-92.43,686.64,686.64,127.65,0.0,-312.51,325.72,-391.74
26.41,8.8,-343.32,-343.32,198.07,-92.43,-290.5,-422.55,-312.51,325.72,356.53,-250.89,-264.09,-453.36,369.73,-193.67
-154.05,-264.09,-422.55,-453.36,66.02,-400.54,-660.23,-523.79,-391.74,88.03,127.65,-462.16,-242.09,-352.13,545.79,356.53
-312.51,-523.79,-352.13,-343.32,57.22,-620.62,-871.51,-374.13,-343.32,26.41,88.03,-413.75,39.61,-132.05,959.54,1078.38
-532.59,-783.48,-343.32,-290.5,-30.81,-823.09,-1082.78,-303.71,-290.5,-22.01,26.41,-360.93,206.87,-22.01,1329.27,1518.54
-673.44,-1012.36,-510.58,-272.9,-453.36,-990.35,-1241.24,-462.16,-193.67,-242.09,-193.67,-484.17,158.46,57.22,1258.85,1496.53
-691.05,-1140.0,-660.23,-272.9,-972.75,-1100.39,-1272.05,-660.23,-110.04,-523.79,-620.62,-814.29,-44.02,96.83,708.65,1135.6
-594.21,-1091.59,-752.67,-193.67,-1382.09,-1100.39,-1294.06,-783.48,-83.63,-752.67,-950.74,-1140.0,-303.71,136.45,-70.43,545.79
-550.2,-1034.37,-761.47,-154.05,-1571.36,-1060.78,-1302.86,-823.09,-92.43,-871.51,-1060.78,-1373.29,-501.78,66.02,-783.48,-22.01
-391.74,-853.9,-651.43,-30.81,-1421.7,-963.94,-1210.43,-783.48,-22.01,-730.66,-933.13,-1320.47,-581.01,17.61,-1012.36,-303.71
-132.05,-484.17,-462.16,96.83,-950.74,-682.24,-853.9,-620.62,96.83,-400.54,-541.39,-950.74,-523.79,96.83,-704.25,-374.13
127.65,-52.82,-250.89,316.91,-330.12,-330.12,-422.55,-382.94,316.91,26.41,-13.2,-440.16,-312.51,246.49,-233.28,-330.12
268.5,167.26,-61.62,356.53,57.22,-83.63,-123.24,-180.46,378.53,347.72,325.72,-13.2,-123.24,237.68,26.41,-453.36
246.49,246.49,39.61,286.1,198.07,88.03,17.61,8.8,268.5,506.18,488.57,259.69,17.61,96.83,118.84,-594.21
228.88,409.35,325.72,215.68,325.72,369.73,308.11,308.11,198.07,607.42,589.81,488.57,189.27,79.23,286.1,-532.59
325.72,677.84,686.64,268.5,598.61,699.85,638.23,726.26,299.31,748.27,757.07,757.07,488.57,215.68,647.03,-154.05
448.96,849.5,928.73,338.92,867.11,849.5,787.88,1029.97,418.15,849.5,867.11,1029.97,739.46,396.14,968.34,237.68
387.34,787.88,889.12,299.31,928.73,765.87,708.65,1007.96,378.53,849.5,906.72,1109.19,726.26,378.53,1148.81,497.38
268.5,647.03,699.85,176.06,906.72,708.65,589.81,779.08,176.06,779.08,928.73,1126.8,536.99,158.46,1276.45,559.0
268.5,616.22,559.0,79.23,928.73,818.69,629.42,576.6,39.61,836.3,999.15,1188.42,418.15,0.0,1478.93,638.23
387.34,655.83,457.76,57.22,858.3,959.54,739.46,479.77,39.61,858.3,1016.76,1236.84,338.92,0.0,1496.53,559.0
448.96,616.22,338.92,79.23,396.14,897.92,757.07,378.53,39.61,559.0,616.22,1016.76,96.83,-13.2,779.08,-92.43
409.35,519.38,215.68,136.45,-272.9,638.23,717.45,237.68,57.22,8.8,-52.82,536.99,-233.28,-233.28,-594.21,-1333.67
369.73,479.77,136.45,277.3,-831.9,356.53,677.84,118.84,136.45,-572.2,-713.05,79.23,-532.59,-470.97,-2033.52,-2412.06
409.35,536.99,96.83,457.76,-911.12,198.07,598.61,0.0,237.68,-853.9,-1051.97,-154.05,-633.83,-594.21,-2852.21,-2812.6
409.35,598.61,17.61,497.38,-691.05,118.84,519.38,-92.43,237.68,-933.13,-1131.2,-290.5,-651.43,-572.2,-2993.06,-2671.75
325.72,576.6,0.0,396.14,-470.97,57.22,435.75,-154.05,158.46,-911.12,-1091.59,-413.75,-713.05,-572.2,-2790.59,-2451.67
268.5,479.77,17.61,259.69,-312.51,-22.01,356.53,-110.04,79.23,-792.28,-933.13,-532.59,-730.66,-532.59,-2332.83,-2174.37
228.88,299.31,39.61,136.45,-154.05,-92.43,158.46,-13.2,39.61,-550.2,-673.44,-651.43,-611.82,-431.35,-1650.59,-1672.59
127.65,57.22,-22.01,17.61,-22.01,-233.28,-92.43,-52.82,-30.81,-374.13,-453.36,-752.67,-453.36,-312.51,-941.93,-972.75
-13.2,-52.82,-52.82,-70.43,198.07,-290.5,-290.5,-154.05,-171.66,-290.5,-330.12,-752.67,-330.12,-171.66,-312.51,-233.28
-70.43,-52.82,-61.62,-140.85,519.38,-171.66,-233.28,-162.86,-211.28,-92.43,-44.02,-510.58,-171.66,17.61,246.49,506.18
-13.2,-13.2,-30.81,-193.67,858.3,-22.01,-92.43,-70.43,-132.05,237.68,338.92,-92.43,39.61,338.92,985.95,1316.07
-30.81,-233.28,-140.85,-264.09,919.93,-13.2,-281.7,-83.63,-61.62,448.96,607.42,57.22,316.91,559.0,1619.78,1989.51
-330.12,-713.05,-330.12,-290.5,559.0,-352.13,-730.66,-250.89,-92.43,299.31,457.76,-52.82,418.15,655.83,1826.65,2249.2
-532.59,-1051.97,-343.32,-180.46,96.83,-611.82,-924.33,-281.7,-22.01,66.02,189.27,-264.09,396.14,677.84,1536.15,2117.15
-330.12,-831.9,-83.63,8.8,-52.82,-453.36,-642.63,-61.62,66.02,66.02,127.65,-101.24,338.92,655.83,946.34,1668.19
127.65,-242.09,118.84,127.65,-22.01,0.0,-70.43,136.45,176.06,215.68,215.68,167.26,259.69,457.76,308.11,928.73
347.72,105.64,268.5,189.27,79.23,228.88,308.11,268.5,136.45,88.03,66.02,356.53,79.23,118.84,-422.55,158.46
268.5,149.65,369.73,338.92,26.41,237.68,497.38,369.73,176.06,-220.08,-242.09,316.91,-22.01,-52.82,-1122.4,-400.54
149.65,127.65,567.8,598.61,8.8,237.68,559.0,607.42,396.14,-484.17,-541.39,237.68,96.83,8.8,-1540.55,-603.01
228.88,206.87,787.88,765.87,79.23,308.11,567.8,867.11,598.61,-484.17,-581.01,176.06,259.69,79.23,-1703.4,-633.83
347.72,325.72,858.3,669.04,198.07,347.72,576.6,937.53,559.0,-391.74,-510.58,66.02,277.3,39.61,-1703.4,-761.47
426.95,378.53,867.11,488.57,435.75,378.53,629.42,889.12,387.34,-303.71,-382.94,8.8,237.68,8.8,-1443.71,-823.09
409.35,418.15,809.89,426.95,836.3,396.14,528.19,765.87,325.72,-140.85,-162.86,0.0,259.69,57.22,-853.9,-541.39
246.49,299.31,559.0,378.53,1095.99,198.07,118.84,497.38,277.3,-70.43,-52.82,-250.89,277.3,237.68,-242.09,-13.2
-52.82,-110.04,48.42,167.26,919.93,-233.28,-501.78,26.41,88.03,-220.08,-220.08,-691.05,118.84,237.68,39.61,387.34
-352.13,-594.21,-374.13,-110.04,519.38,-691.05,-1034.37,-413.75,-171.66,-391.74,-391.74,-933.13,-30.81,96.83,268.5,616.22
-391.74,-752.67,-440.16,-281.7,316.91,-752.67,-1034.37,-501.78,-272.9,-250.89,-180.46,-691.05,-13.2,79.23,726.26,849.5
-290.5,-633.83,-154.05,-211.28,356.53,-510.58,-691.05,-193.67,-70.43,118.84,198.07,-193.67,259.69,316.91,1298.46,1157.61
-211.28,-492.98,118.84,8.8,299.31,-330.12,-391.74,158.46,176.06,396.14,457.76,57.22,576.6,616.22,1487.73,1355.68
-154.05,-312.51,259.69,158.46,79.23,-171.66,-132.05,356.53,316.91,418.15,479.77,215.68,699.85,717.45,1219.23,1219.23
8.8,8.8,259.69,237.68,17.61,96.83,215.68,356.53,277.3,418.15,536.99,479.77,616.22,638.23,809.89,757.07
189.27,338.92,277.3,277.3,215.68,536.99,677.84,378.53,259.69,497.38,638.23,836.3,519.38,559.0,497.38,338.92
268.5,479.77,378.53,338.92,356.53,779.08,897.92,479.77,356.53,435.75,536.99,959.54,536.99,559.0,215.68,158.46
189.27,356.53,435.75,378.53,215.68,739.46,757.07,559.0,435.75,136.45,176.06,757.07,536.99,536.99,-154.05,57.22
105.64,176.06,378.53,299.31,79.23,598.61,536.99,479.77,338.92,-92.43,-52.82,457.76,378.53,378.53,-470.97,-52.82
88.03,57.22,198.07,118.84,96.83,497.38,396.14,237.68,176.06,-154.05,-132.05,237.68,39.61,79.23,-492.98,-233.28
-13.2,-110.04,8.8,-22.01,57.22,215.68,176.06,-22.01,39.61,-211.28,-211.28,-22.01,-211.28,-132.05,-431.35,-272.9
-193.67,-413.75,-154.05,-30.81,-110.04,-193.67,-171.66,-171.66,-13.2,-431.35,-470.97,-352.13,-352.13,-250.89,-550.2,-154.05
-330.12,-594.21,-233.28,-70.43,-312.51,-492.98,-492.98,-250.89,-132.05,-673.44,-730.66,-611.82,-352.13,-272.9,-752.67,57.22
-290.5,-510.58,-250.89,-132.05,-154.05,-492.98,-470.97,-233.28,-211.28,-691.05,-752.67,-572.2,-290.5,-272.9,-633.83,356.53
-250.89,-431.35,-312.51,-211.28,57.22,-492.98,-391.74,-272.9,-250.89,-594.21,-611.82,-413.75,-233.28,-250.89,-162.86,598.61
-374.13,-594.21,-413.75,-312.51,-52.82,-730.66,-532.59,-413.75,-272.9,-572.2,-572.2,-470.97,-250.89,-250.89,96.83,616.22
-510.58,-814.29,-470.97,-391.74,-484.17,-941.93,-682.24,-470.97,-330.12,-651.43,-651.43,-603.01,-272.9,-272.9,26.41,356.53
-391.74,-730.66,-352.13,-330.12,-770.27,-814.29,-501.78,-352.13,-352.13,-651.43,-651.43,-572.2,-193.67,-290.5,-303.71,17.61
-193.67,-400.54,-154.05,-193.67,-761.47,-484.17,-162.86,-123.24,-250.89,-594.21,-594.21,-422.55,-83.63,-281.7,-713.05,-202.47
-92.43,-154.05,-52.82,-92.43,-651.43,-242.09,0.0,-52.82,-171.66,-532.59,-550.2,-343.32,-110.04,-312.51,-1060.78,-391.74
-70.43,0.0,-83.63,-101.24,-550.2,-101.24,17.61,-101.24,-162.86,-391.74,-413.75,-242.09,-202.47,-303.71,-1241.24,-523.79
8.8,-22.01,-92.43,-92.43,-312.51,66.02,105.64,-132.05,-132.05,-250.89,-233.28,17.61,-250.89,-250.89,-1223.63,-510.58
26.41,39.61,17.61,-22.01,8.8,347.72,347.72,0.0,-13.2,-123.24,-61.62,268.5,-44.02,-13.2,-1034.37,-193.67
8.8,17.61,66.02,79.23,418.15,418.15,466.57,88.03,26.41,-13.2,17.61,418.15,105.64,118.84,-660.23,136.45
8.8,17.61,8.8,8.8,629.42,347.72,409.35,66.02,-30.81,66.02,88.03,466.57,149.65,176.06,-250.89,356.53
-13.2,-92.43,-92.43,-132.05,779.08,189.27,268.5,-22.01,-193.67,215.68,237.68,448.96,96.83,79.23,105.64,457.76
26.41,-281.7,-83.63,-162.86,919.93,66.02,105.64,8.8,-140.85,316.91,356.53,426.95,228.88,189.27,466.57,726.26
-13.2,-431.35,-22.01,-92.43,1135.6,48.42,26.41,118.84,17.61,356.53,396.14,426.95,497.38,435.75,867.11,1157.61
-30.81,-360.93,79.23,-52.82,1329.27,88.03,26.41,167.26,118.84,356.53,435.75,426.95,607.42,567.8,1179.62,1245.64
-13.2,-193.67,17.61,-70.43,1258.85,176.06,0.0,39.61,0.0,356.53,435.75,316.91,396.14,396.14,1109.19,796.68
88.03,-22.01,17.61,-52.82,1087.19,325.72,105.64,0.0,-70.43,356.53,378.53,206.87,136.45,176.06,708.65,96.83
268.5,259.69,198.07,39.61,977.15,559.0,418.15,198.07,0.0,378.53,378.53,277.3,136.45,158.46,299.31,-272.9
466.57,576.6,435.75,198.07,1016.76,796.68,739.46,479.77,215.68,378.53,396.14,479.77,277.3,299.31,26.41,-431.35
488.57,677.84,497.38,259.69,1016.76,858.3,858.3,536.99,299.31,259.69,277.3,559.0,299.31,356.53,-154.05,-532.59
325.72,519.38,435.75,237.68,937.53,717.45,757.07,497.38,277.3,136.45,136.45,479.77,259.69,316.91,-352.13,-594.21
206.87,356.53,519.38,277.3,959.54,655.83,739.46,576.6,338.92,198.07,158.46,435.75,356.53,396.14,-272.9,-391.74
149.65,237.68,655.83,338.92,1016.76,655.83,757.07,739.46,418.15,316.91,277.3,418.15,497.38,479.77,-30.81,-13.2
26.41,17.61,519.38,215.68,858.3,479.77,519.38,638.23,277.3,299.31,259.69,215.68,338.92,299.31,118.84,118.84
-132.05,-290.5,79.23,-92.43,519.38,79.23,39.61,176.06,-52.82,176.06,158.46,-30.81,-13.2,-13.2,198.07,118.84
-193.67,-492.98,-330.12,-453.36,299.31,-193.67,-290.5,-290.5,-413.75,158.46,136.45,-154.05,-330.12,-272.9,418.15,259.69
-154.05,-550.2,-550.2,-673.44,215.68,-352.13,-470.97,-572.2,-550.2,158.46,118.84,-171.66,-374.13,-250.89,699.85,576.6
-171.66,-651.43,-611.82,-752.67,-13.2,-492.98,-651.43,-651.43,-572.2,-13.2,-70.43,-352.13,-330.12,-233.28,638.23,699.85
-290.5,-752.67,-633.83,-792.28,-510.58,-651.43,-853.9,-651.43,-633.83,-413.75,-492.98,-691.05,-431.35,-391.74,118.84,299.31
-312.51,-651.43,-550.2,-792.28,-871.51,-691.05,-871.51,-594.21,-691.05,-651.43,-752.67,-871.51,-594.21,-673.44,-470.97,-330.12
-193.67,-391.74,-352.13,-730.66,-814.29,-550.2,-691.05,-413.75,-651.43,-611.82,-691.05,-770.27,-633.83,-770.27,-814.29,-880.31
-70.43,-250.89,-193.67,-611.82,-510.58,-391.74,-550.2,-211.28,-550.2,-453.36,-453.36,-572.2,-492.98,-633.83,-893.52,-1034.37
8.8,-211.28,-193.67,-470.97,-272.9,-272.9,-462.16,-171.66,-413.75,-290.5,-211.28,-413.75,-374.13,-431.35,-792.28,-924.33
66.02,-30.81,-290.5,-352.13,-154.05,-70.43,-330.12,-272.9,-312.51,-110.04,-30.81,-233.28,-330.12,-330.12,-594.21,-792.28
105.64,206.87,-374.13,-290.5,-123.24,105.64,-101.24,-413.75,-233.28,17.61,57.22,-30.81,-391.74,-290.5,-330.12,-651.43
26.41,237.68,-374.13,-272.9,-233.28,136.45,-13.2,-453.36,-193.67,39.61,39.61,-13.2,-431.35,-250.89,-211.28,-501.78
-154.05,-22.01,-343.32,-250.89,-440.16,-83.63,-220.08,-422.55,-171.66,-92.43,-110.04,-272.9,-431.35,-202.47,-290.5,-321.31
-290.5,-321.31,-321.31,-171.66,-462.16,-360.93,-462.16,-360.93,-92.43,-211.28,-233.28,-470.97,-330.12,-132.05,-312.51,-70.43
-193.67,-312.51,-220.08,0.0,-193.67,-413.75,-462.16,-220.08,17.61,-52.82,-52.82,-290.5,-61.62,8.8,0.0,299.31
-110.04,-193.67,-110.04,48.42,66.02,-264.09,-290.5,-92.43,136.45,158.46,176.06,17.61,149.65,206.87,387.34,809.89
-154.05,-154.05,-110.04,17.61,8.8,-211.28,-303.71,-132.05,96.83,206.87,215.68,158.46,228.88,286.1,426.95,1179.62
-250.89,-110.04,-193.67,-52.82,-453.36,-233.28,-343.32,-233.28,0.0,-13.2,-22.01,17.61,88.03,189.27,-13.2,977.15
-193.67,79.23,-193.67,-140.85,-840.7,-123.24,-193.67,-211.28,-52.82,-171.66,-171.66,-110.04,-101.24,17.61,-563.4,167.26
8.8,457.76,-140.85,-211.28,-950.74,0.0,8.8,-140.85,-171.66,-290.5,-312.51,-193.67,-360.93,-303.71,-1003.56,-831.9
105.64,647.03,-162.86,-290.5,-941.93,8.8,149.65,-180.46,-352.13,-431.35,-492.98,-312.51,-713.05,-673.44,-1294.06,-1672.59
88.03,669.04,-202.47,-352.13,-902.32,-61.62,105.64,-303.71,-470.97,-550.2,-651.43,-413.75,-950.74,-880.31,-1351.28,-2020.32
88.03,616.22,-211.28,-272.9,-651.43,-132.05,127.65,-352.13,-431.35,-431.35,-510.58,-272.9,-933.13,-831.9,-1113.6,-1901.48
127.65,545.79,-171.66,-154.05,-242.09,-83.63,167.26,-330.12,-272.9,-193.67,-154.05,0.0,-633.83,-550.2,-633.83,-1452.52
167.26,457.76,-211.28,-70.43,8.8,-30.81,136.45,-330.12,-193.67,-13.2,39.61,259.69,-391.74,-374.13,-233.28,-972.75
127.65,378.53,-312.51,-70.43,8.8,-52.82,105.64,-391.74,-154.05,-22.01,57.22,277.3,-312.51,-272.9,17.61,-501.78
66.02,299.31,-330.12,-52.82,-70.43,-132.05,17.61,-391.74,-110.04,57.22,96.83,198.07,-233.28,-110.04,396.14,-13.2
66.02,136.45,-290.5,0.0,-92.43,-171.66,-52.82,-352.13,8.8,215.68,277.3,57.22,-70.43,96.83,959.54,545.79
88.03,-52.82,-374.13,39.61,-132.05,-233.28,-250.89,-453.36,57.22,316.91,378.53,-13.2,39.61,299.31,1478.93,1038.77
26.41,-391.74,-550.2,0.0,-391.74,-431.35,-510.58,-651.43,57.22,237.68,237.68,-193.67,118.84,418.15,1597.77,1439.31
-52.82,-691.05,-633.83,-30.81,-814.29,-633.83,-770.27,-673.44,17.61,57.22,0.0,-391.74,215.68,479.77,1338.08,1795.84
-70.43,-831.9,-532.59,-52.82,-1051.97,-633.83,-871.51,-510.58,79.23,39.61,-22.01,-413.75,396.14,559.0,959.54,1958.7
66.02,-752.67,-312.51,8.8,-972.75,-312.51,-730.66,-272.9,136.45,259.69,215.68,-154.05,536.99,536.99,616.22,1699.0
347.72,-510.58,-70.43,17.61,-792.28,79.23,-352.13,-30.81,158.46,559.0,536.99,118.84,598.61,418.15,277.3,1056.38
629.42,-211.28,198.07,158.46,-633.83,418.15,57.22,237.68,237.68,739.46,699.85,356.53,598.61,338.92,-30.81,418.15
889.12,118.84,576.6,338.92,-352.13,598.61,435.75,638.23,396.14,818.69,757.07,457.76,616.22,378.53,-272.9,39.61
1047.57,435.75,858.3,457.76,8.8,655.83,616.22,919.93,519.38,779.08,739.46,519.38,616.22,418.15,-312.51,-92.43
1029.97,497.38,937.53,519.38,158.46,576.6,616.22,1016.76,536.99,598.61,559.0,479.77,616.22,457.76,-352.13,-193.67
906.72,396.14,959.54,559.0,96.83,435.75,536.99,1038.77,559.0,378.53,338.92,396.14,677.84,519.38,-374.13,-70.43
748.27,277.3,937.53,536.99,79.23,316.91,426.95,999.15,616.22,299.31,259.69,316.91,739.46,638.23,-220.08,268.5
567.8,176.06,779.08,435.75,158.46,136.45,286.1,796.68,576.6,259.69,259.69,237.68,655.83,638.23,79.23,567.8
286.1,17.61,519.38,237.68,8.8,-70.43,26.41,506.18,356.53,57.22,118.84,26.41,435.75,435.75,387.34,629.42
48.42,-233.28,338.92,96.83,-312.51,-330.12,-162.86,356.53,198.07,-171.66,-70.43,-193.67,316.91,277.3,426.95,765.87
88.03,-220.08,387.34,158.46,-422.55,-264.09,-193.67,466.57,259.69,-233.28,-154.05,-220.08,435.75,369.73,378.53,1135.6
286.1,-30.81,519.38,299.31,-211.28,-13.2,-61.62,598.61,396.14,-30.81,-52.82,-83.63,576.6,519.38,228.88,1448.11
347.72,57.22,506.18,338.92,-132.05,96.83,17.61,576.6,378.53,17.61,-22.01,-52.82,519.38,426.95,-22.01,1148.81
149.65,79.23,396.14,176.06,-453.36,17.61,88.03,418.15,158.46,-193.67,-250.89,-61.62,237.68,57.22,-501.78,286.1
8.8,158.46,286.1,17.61,-660.23,66.02,356.53,316.91,-22.01,-343.32,-374.13,79.23,-22.01,-220.08,-801.08,-541.39
105.64,356.53,277.3,8.8,-462.16,325.72,787.88,308.11,8.8,-202.47,-171.66,528.19,8.8,-233.28,-730.66,-1003.56
167.26,396.14,369.73,79.23,-220.08,488.57,959.54,457.76,118.84,-13.2,8.8,818.69,136.45,-83.63,-440.16,-1043.17
48.42,176.06,457.76,118.84,-272.9,356.53,726.26,576.6,198.07,96.83,79.23,686.64,299.31,39.61,-264.09,-902.32
8.8,17.61,506.18,96.83,-290.5,215.68,457.76,638.23,198.07,189.27,189.27,418.15,277.3,105.64,-13.2,-682.24
48.42,39.61,418.15,118.84,8.8,176.06,325.72,457.76,176.06,338.92,356.53,356.53,136.45,136.45,448.96,-343.32
149.65,149.65,286.1,158.46,228.88,105.64,237.68,268.5,136.45,387.34,378.53,308.11,17.61,189.27,875.91,17.61
48.42,96.83,96.83,118.84,136.45,-193.67,-83.63,39.61,57.22,136.45,118.84,17.61,-30.81,198.07,928.73,409.35
-13.2,26.41,-70.43,17.61,-22.01,-492.98,-462.16,-123.24,-22.01,-171.66,-193.67,-343.32,-92.43,158.46,686.64,607.42
105.64,176.06,-193.67,8.8,-92.43,-510.58,-523.79,-290.5,-13.2,-330.12,-352.13,-594.21,-92.43,176.06,356.53,748.27
325.72,396.14,-132.05,0.0,-70.43,-352.13,-360.93,-272.9,0.0,-312.51,-352.13,-633.83,-30.81,299.31,48.42,809.89
268.5,338.92,8.8,96.83,-233.28,-391.74,-352.13,-92.43,118.84,-312.51,-391.74,-730.66,0.0,378.53,-312.51,757.07
-13.2,-22.01,39.61,158.46,-510.58,-651.43,-572.2,-22.01,198.07,-431.35,-510.58,-911.12,0.0,356.53,-691.05,479.77
-211.28,-171.66,39.61,237.68,-510.58,-713.05,-611.82,-13.2,215.68,-470.97,-510.58,-853.9,-13.2,237.68,-752.67,79.23
-52.82,-22.01,17.61,316.91,-171.66,-413.75,-272.9,-70.43,259.69,-233.28,-233.28,-391.74,8.8,176.06,-492.98,-250.89
189.27,299.31,0.0,378.53,158.46,-52.82,96.83,-52.82,277.3,79.23,118.84,96.83,57.22,198.07,-154.05,-510.58
268.5,338.92,17.61,338.92,338.92,96.83,277.3,-22.01,237.68,277.3,338.92,378.53,118.84,158.46,8.8,-673.44
228.88,215.68,39.61,237.68,338.92,198.07,299.31,39.61,198.07,299.31,338.92,418.15,79.23,0.0,-13.2,-752.67
246.49,198.07,17.61,158.46,338.92,338.92,356.53,17.61,136.45,316.91,316.91,435.75,17.61,-70.43,-30.81,-730.66
347.72,299.31,8.8,118.84,378.53,435.75,356.53,-13.2,79.23,396.14,378.53,418.15,8.8,-132.05,0.0,-611.82
347.72,259.69,-52.82,39.61,299.31,378.53,176.06,-52.82,-22.01,338.92,338.92,237.68,-30.81,-132.05,96.83,-374.13
206.87,118.84,-70.43,-13.2,158.46,158.46,-30.81,-30.81,-52.82,57.22,39.61,-52.82,-70.43,-154.05,0.0,-154.05
26.41,0.0,-92.43,-92.43,-22.01,-13.2,-132.05,-70.43,-92.43,-250.89,-290.5,-312.51,-132.05,-193.67,-233.28,-70.43
-132.05,-92.43,-211.28,-154.05,-233.28,-171.66,-132.05,-193.67,-154.05,-492.98,-550.2,-413.75,-154.05,-211.28,-510.58,-132.05
-312.51,-312.51,-330.12,-272.9,-413.75,-290.5,-110.04,-290.5,-211.28,-541.39,-594.21,-374.13,-132.05,-211.28,-603.01,-211.28
